device_id,device_type,brand,model,os_version,app_version
D02366,Android,OnePlus,Phone 2,iOS 17,5.1.8
D02367,iOS,Apple,iPhone 15,Android 13,5.2.0
D02368,iOS,Apple,iPhone 13,iOS 18,5.2.0
D02369,iOS,Apple,iPhone 14,iOS 17,5.2.1
D02370,iOS,Apple,iPhone 16,iOS 18,5.2.1
D02371,iOS,Apple,iPhone 13,Android 12,5.2.2
D02372,Android,Samsung,11T Pro,Android 14,5.1.8
D02373,iOS,Apple,iPhone 16,iOS 17,5.2.2
D02374,iOS,Apple,iPhone 13,Android 12,5.2.1
D02375,iOS,Apple,iPhone 15,iOS 16,5.1.9
D02376,iOS,Apple,iPhone 16,Android 14,5.2.2
D02377,Android,Oppo,Nord CE 3,Android 14,5.2.0
D02378,Android,OnePlus,Realme GT,iOS 18,5.2.1
D02379,iOS,Apple,iPhone 14,iOS 17,5.1.9
D02380,iOS,Apple,iPhone 15,Android 14,5.1.8
D02381,iOS,Apple,iPhone 13,iOS 18,5.1.9
D02382,iOS,Apple,iPhone 16,iOS 18,5.2.1
D02383,iOS,Apple,iPhone 16,iOS 16,5.2.0
D02384,Android,OnePlus,Reno 11,Android 13,5.2.1
D02385,iOS,Apple,iPhone 15,Android 14,5.2.0
D02386,iOS,Apple,iPhone 14,Android 13,5.1.8
D02387,iOS,Apple,iPhone 14,iOS 16,5.2.0
D02388,iOS,Apple,iPhone 13,iOS 16,5.2.1
D02389,Android,Realme,Reno 11,iOS 17,5.2.1
D02390,iOS,Apple,iPhone 14,Android 14,5.2.2
D02391,Android,Samsung,Phone 2,Android 13,5.2.1
D02392,iOS,Apple,iPhone 16,Android 13,5.2.0
D02393,Android,OnePlus,11T Pro,iOS 18,5.2.2
D02394,Android,Oppo,Nord CE 3,iOS 16,5.1.8
D02395,Android,Nothing,11T Pro,Android 13,5.1.9
D02396,Android,OnePlus,Galaxy A54,Android 12,5.1.8
D02397,Android,Xiaomi,Realme GT,Android 14,5.1.9
D02398,Android,Motorola,Realme GT,iOS 16,5.1.9
D02399,iOS,Apple,iPhone 14,Android 14,5.1.8
D02400,Android,Vivo,V29,Android 14,5.1.8
D02401,iOS,Apple,iPhone 16,Android 14,5.1.8
D02402,Android,Motorola,Galaxy A54,Android 14,5.2.0
D02403,Android,Vivo,Nord CE 3,iOS 16,5.1.9
D02404,Android,Realme,Edge 50,Android 13,5.1.8
D02405,Android,OnePlus,Nord CE 3,iOS 17,5.1.8
D02406,iOS,Apple,iPhone 14,Android 12,5.2.2
D02407,iOS,Apple,iPhone 16,iOS 17,5.2.1
D02408,Android,Motorola,V29,Android 13,5.1.9
D02409,Android,Realme,V29,iOS 18,5.2.2
D02410,Android,Motorola,Nord CE 3,iOS 16,5.2.1
D02411,iOS,Apple,iPhone 15,Android 12,5.2.2
D02412,iOS,Apple,iPhone 13,Android 14,5.1.8
D02413,Android,Motorola,Reno 11,Android 12,5.1.9
D02414,Android,OnePlus,11T Pro,Android 14,5.1.8
D02415,Android,Nothing,Edge 50,Android 14,5.2.2
D02416,iOS,Apple,iPhone 15,Android 14,5.2.1
D02417,Android,Oppo,Phone 2,iOS 16,5.1.9
D02418,Android,Vivo,Realme GT,iOS 17,5.1.9
D02419,Android,OnePlus,Realme GT,iOS 16,5.1.8
D02420,iOS,Apple,iPhone 13,iOS 17,5.2.0
D02421,iOS,Apple,iPhone 13,iOS 18,5.2.2
D02422,Android,Samsung,Nord CE 3,Android 13,5.2.0
D02423,iOS,Apple,iPhone 14,iOS 17,5.2.1
D02424,iOS,Apple,iPhone 14,iOS 17,5.2.2
D02425,iOS,Apple,iPhone 16,Android 13,5.2.1
D02426,iOS,Apple,iPhone 14,Android 12,5.1.9
D02427,Android,Xiaomi,Realme GT,Android 13,5.2.1
D02428,iOS,Apple,iPhone 15,Android 12,5.1.8
D02429,Android,Realme,Galaxy A54,Android 13,5.2.2
D02430,iOS,Apple,iPhone 14,iOS 18,5.2.1
D02431,Android,OnePlus,Phone 2,iOS 17,5.1.9
D02432,iOS,Apple,iPhone 16,iOS 16,5.2.0
D02433,Android,Xiaomi,Reno 11,Android 14,5.1.9
D02434,Android,Samsung,Reno 11,Android 14,5.2.1
D02435,Android,Motorola,Realme GT,iOS 18,5.1.8
D02436,iOS,Apple,iPhone 15,Android 14,5.2.0
D02437,Android,Samsung,Galaxy A54,iOS 17,5.1.9
D02438,iOS,Apple,iPhone 14,iOS 17,5.1.8
D02439,Android,Vivo,Phone 2,Android 12,5.1.9
D02440,Android,Realme,Galaxy A54,Android 13,5.2.2
D02441,iOS,Apple,iPhone 15,Android 14,5.1.9
D02442,iOS,Apple,iPhone 15,iOS 16,5.2.1
D02443,Android,Nothing,Galaxy S23,Android 12,5.1.9
D02444,iOS,Apple,iPhone 14,iOS 17,5.2.1
D02445,Android,Xiaomi,Realme GT,Android 14,5.2.2
D02446,Android,Samsung,Reno 11,iOS 16,5.2.0
D02447,Android,Xiaomi,Reno 11,Android 13,5.2.2
D02448,iOS,Apple,iPhone 16,Android 13,5.2.2
D02449,Android,OnePlus,11T Pro,Android 12,5.2.1
D02450,Android,Realme,Galaxy S23,iOS 16,5.1.9
D02451,Android,Samsung,11T Pro,iOS 17,5.2.0
D02452,Android,Nothing,Nord CE 3,Android 12,5.2.1
D02453,iOS,Apple,iPhone 13,iOS 18,5.2.1
D02454,Android,OnePlus,Phone 2,Android 14,5.2.0
D02455,Android,OnePlus,Realme GT,Android 13,5.2.1
D02456,Android,Nothing,Reno 11,Android 14,5.2.1
D02457,Android,Nothing,Edge 50,Android 14,5.1.8
D02458,iOS,Apple,iPhone 14,iOS 17,5.1.9
D02459,Android,OnePlus,Reno 11,Android 12,5.1.8
D02460,iOS,Apple,iPhone 13,Android 13,5.2.1
D02461,Android,Samsung,Edge 50,Android 14,5.2.0
D02462,Android,Vivo,Phone 2,iOS 17,5.2.1
D02463,iOS,Apple,iPhone 14,Android 12,5.1.8
D02464,iOS,Apple,iPhone 15,Android 14,5.1.8
D02465,Android,OnePlus,Galaxy A54,iOS 18,5.2.1
D02466,iOS,Apple,iPhone 15,iOS 17,5.2.2
D02467,Android,Nothing,11T Pro,iOS 16,5.2.2
D02468,Android,Nothing,Nord CE 3,Android 14,5.2.1
D02469,iOS,Apple,iPhone 16,Android 13,5.2.1
D02470,Android,Realme,Nord CE 3,Android 13,5.1.9
D02471,Android,Vivo,Realme GT,iOS 17,5.1.9
D02472,iOS,Apple,iPhone 15,Android 13,5.2.1
D02473,iOS,Apple,iPhone 14,iOS 17,5.2.1
D02474,iOS,Apple,iPhone 14,iOS 18,5.2.1
D02475,iOS,Apple,iPhone 15,Android 13,5.1.8
D02476,iOS,Apple,iPhone 15,iOS 17,5.1.9
D02477,Android,Vivo,Reno 11,Android 12,5.1.9
D02478,iOS,Apple,iPhone 15,Android 14,5.2.0
D02479,iOS,Apple,iPhone 14,iOS 17,5.2.0
D02480,Android,Oppo,V29,Android 14,5.1.9
D02481,iOS,Apple,iPhone 14,iOS 18,5.2.1
D02482,iOS,Apple,iPhone 14,iOS 18,5.2.1
D02483,iOS,Apple,iPhone 14,Android 14,5.2.2
D02484,Android,Oppo,11T Pro,Android 12,5.2.1
D02485,Android,OnePlus,Reno 11,Android 12,5.1.9
D02486,iOS,Apple,iPhone 15,iOS 17,5.2.0
D02487,iOS,Apple,iPhone 14,iOS 18,5.2.2
D02488,iOS,Apple,iPhone 13,iOS 18,5.1.9
D02489,Android,Xiaomi,Edge 50,Android 13,5.2.2
D02490,iOS,Apple,iPhone 15,iOS 17,5.2.0
D02491,Android,Samsung,Edge 50,Android 13,5.1.9
D02492,iOS,Apple,iPhone 14,Android 13,5.1.8
D02493,iOS,Apple,iPhone 14,iOS 18,5.1.9
D02494,Android,Vivo,Nord CE 3,Android 13,5.1.9
D02495,iOS,Apple,iPhone 15,iOS 18,5.2.2
D02496,iOS,Apple,iPhone 13,Android 13,5.2.2
D02497,Android,Samsung,Galaxy A54,Android 13,5.2.1
D02498,iOS,Apple,iPhone 13,iOS 17,5.2.0
D02499,Android,OnePlus,Edge 50,Android 12,5.1.8
D02500,Android,Nothing,V29,Android 13,5.1.8
D02501,iOS,Apple,iPhone 16,Android 14,5.2.0
D02502,Android,Samsung,Edge 50,iOS 18,5.1.8
D02503,Android,Samsung,11T Pro,Android 14,5.1.8
D02504,Android,Nothing,Phone 2,Android 13,5.2.1
D02505,iOS,Apple,iPhone 15,iOS 17,5.2.1
D02506,iOS,Apple,iPhone 13,iOS 18,5.2.2
D02507,iOS,Apple,iPhone 13,Android 14,5.2.2
D02508,Android,Vivo,Edge 50,Android 14,5.2.0
D02509,iOS,Apple,iPhone 14,Android 12,5.2.1
D02510,Android,Samsung,Galaxy S23,iOS 16,5.2.1
D02511,Android,OnePlus,Edge 50,Android 14,5.1.8
D02512,iOS,Apple,iPhone 13,iOS 16,5.2.0
D02513,Android,Vivo,Edge 50,iOS 18,5.1.9
D02514,iOS,Apple,iPhone 14,Android 14,5.2.0
D02515,iOS,Apple,iPhone 16,Android 14,5.1.8
D02516,Android,Samsung,Realme GT,Android 12,5.1.8
D02517,iOS,Apple,iPhone 14,iOS 17,5.1.8
D02518,iOS,Apple,iPhone 13,iOS 18,5.2.2
D02519,iOS,Apple,iPhone 16,Android 12,5.2.1
D02520,iOS,Apple,iPhone 15,iOS 18,5.1.9
D02521,iOS,Apple,iPhone 16,Android 13,5.1.8
D02522,iOS,Apple,iPhone 14,Android 12,5.2.1
D02523,iOS,Apple,iPhone 16,Android 14,5.2.1
D02524,iOS,Apple,iPhone 14,iOS 18,5.2.1
D02525,Android,Vivo,11T Pro,Android 13,5.2.2
D02526,iOS,Apple,iPhone 15,iOS 18,5.2.0
D02527,Android,Oppo,Realme GT,Android 14,5.1.9
D02528,Android,Nothing,Realme GT,Android 13,5.1.8
D02529,iOS,Apple,iPhone 14,Android 14,5.2.2
D02530,iOS,Apple,iPhone 13,iOS 16,5.1.8
D02531,iOS,Apple,iPhone 13,iOS 17,5.1.8
D02532,iOS,Apple,iPhone 16,iOS 18,5.1.9
D02533,Android,Xiaomi,Galaxy S23,Android 12,5.1.9
D02534,Android,Samsung,Realme GT,Android 13,5.1.9
D02535,iOS,Apple,iPhone 15,Android 14,5.2.0
D02536,iOS,Apple,iPhone 15,iOS 17,5.2.0
D02537,Android,Xiaomi,Galaxy S23,iOS 18,5.2.0
D02538,iOS,Apple,iPhone 16,iOS 16,5.2.1
D02539,iOS,Apple,iPhone 14,iOS 18,5.2.2
D02540,Android,Vivo,11T Pro,Android 14,5.2.1
D02541,iOS,Apple,iPhone 14,Android 12,5.1.8
D02542,iOS,Apple,iPhone 15,Android 13,5.1.9
D02543,Android,Vivo,Phone 2,iOS 16,5.1.9
D02544,iOS,Apple,iPhone 15,Android 13,5.2.0
D02545,iOS,Apple,iPhone 15,Android 13,5.2.2
D02546,iOS,Apple,iPhone 15,iOS 18,5.2.2
D02547,iOS,Apple,iPhone 14,Android 13,5.1.8
D02548,Android,Realme,Nord CE 3,Android 14,5.2.0
D02549,iOS,Apple,iPhone 13,Android 14,5.1.9
D02550,Android,Motorola,Nord CE 3,iOS 18,5.1.9
D02551,iOS,Apple,iPhone 16,iOS 18,5.2.1
D02552,iOS,Apple,iPhone 15,Android 13,5.2.0
D02553,iOS,Apple,iPhone 14,Android 13,5.2.1
D02554,Android,Vivo,11T Pro,Android 12,5.2.0
D02555,Android,Nothing,Nord CE 3,iOS 18,5.2.2
D02556,iOS,Apple,iPhone 14,Android 13,5.1.8
D02557,iOS,Apple,iPhone 16,iOS 17,5.1.9
D02558,Android,Realme,Nord CE 3,iOS 17,5.1.8
D02559,Android,Motorola,11T Pro,Android 14,5.2.1
D02560,Android,OnePlus,Edge 50,iOS 17,5.2.2
D02561,Android,Oppo,11T Pro,Android 12,5.1.9
D02562,Android,Motorola,Nord CE 3,Android 12,5.2.1
D02563,Android,Xiaomi,11T Pro,iOS 16,5.2.0
D02564,Android,Nothing,Reno 11,Android 13,5.2.0
D02565,Android,OnePlus,Galaxy S23,iOS 18,5.2.2
D02566,Android,Xiaomi,Galaxy A54,Android 13,5.1.8
D02567,Android,Vivo,Phone 2,Android 13,5.2.1
D02568,Android,Motorola,Galaxy S23,iOS 17,5.2.0
D02569,Android,Realme,Galaxy S23,Android 12,5.2.2
D02570,iOS,Apple,iPhone 16,Android 13,5.2.2
D02571,iOS,Apple,iPhone 13,iOS 17,5.1.9
D02572,iOS,Apple,iPhone 14,iOS 18,5.2.0
D02573,iOS,Apple,iPhone 15,Android 13,5.2.0
D02574,Android,Vivo,Galaxy A54,iOS 17,5.2.0
D02575,Android,Samsung,Reno 11,Android 14,5.2.2
D02576,iOS,Apple,iPhone 15,iOS 17,5.1.8
D02577,Android,Realme,Edge 50,iOS 17,5.2.1
D02578,iOS,Apple,iPhone 14,Android 12,5.1.9
D02579,Android,Samsung,Phone 2,iOS 17,5.2.2
D02580,iOS,Apple,iPhone 13,Android 13,5.1.9
D02581,iOS,Apple,iPhone 14,Android 14,5.2.1
D02582,Android,Motorola,Galaxy A54,Android 12,5.1.9
D02583,iOS,Apple,iPhone 16,iOS 17,5.1.9
D02584,Android,Oppo,V29,iOS 18,5.1.9
D02585,Android,Oppo,Galaxy S23,iOS 17,5.2.0
D02586,Android,Motorola,Galaxy S23,Android 12,5.1.9
D02587,iOS,Apple,iPhone 16,Android 12,5.2.1
D02588,Android,Motorola,V29,Android 12,5.2.2
D02589,Android,OnePlus,11T Pro,iOS 18,5.2.0
D02590,iOS,Apple,iPhone 14,iOS 17,5.2.2
D02591,Android,Oppo,11T Pro,iOS 16,5.1.8
D02592,Android,Samsung,11T Pro,Android 12,5.2.1
D02593,iOS,Apple,iPhone 14,Android 14,5.1.8
D02594,iOS,Apple,iPhone 14,iOS 17,5.2.0
D02595,iOS,Apple,iPhone 14,Android 12,5.1.8
D02596,iOS,Apple,iPhone 14,iOS 16,5.2.1
D02597,iOS,Apple,iPhone 13,Android 14,5.1.9
D02598,iOS,Apple,iPhone 15,Android 13,5.1.8
D02599,iOS,Apple,iPhone 13,iOS 16,5.1.8
D02600,iOS,Apple,iPhone 16,iOS 18,5.1.9
D02601,iOS,Apple,iPhone 15,Android 14,5.2.1
D02602,Android,Samsung,Reno 11,iOS 18,5.2.0
D02603,iOS,Apple,iPhone 15,Android 13,5.1.9
D02604,iOS,Apple,iPhone 14,iOS 17,5.2.2
D02605,iOS,Apple,iPhone 14,iOS 16,5.2.0
D02606,iOS,Apple,iPhone 16,iOS 18,5.1.9
D02607,Android,Motorola,11T Pro,Android 12,5.2.2
D02608,iOS,Apple,iPhone 13,iOS 16,5.2.2
D02609,Android,Xiaomi,Edge 50,Android 13,5.1.8
D02610,Android,Motorola,Galaxy A54,iOS 16,5.1.8
D02611,Android,Realme,Reno 11,Android 14,5.2.1
D02612,iOS,Apple,iPhone 16,Android 12,5.2.2
D02613,iOS,Apple,iPhone 14,Android 13,5.2.2
D02614,iOS,Apple,iPhone 16,Android 13,5.1.9
D02615,Android,OnePlus,Nord CE 3,Android 13,5.2.2
D02616,iOS,Apple,iPhone 13,Android 14,5.1.9
D02617,iOS,Apple,iPhone 14,iOS 17,5.2.1
D02618,Android,Motorola,Realme GT,Android 14,5.2.2
D02619,iOS,Apple,iPhone 16,iOS 16,5.2.0
D02620,iOS,Apple,iPhone 14,iOS 18,5.2.1
D02621,Android,Nothing,Nord CE 3,Android 12,5.2.2
D02622,Android,Samsung,11T Pro,Android 13,5.2.2
D02623,Android,Vivo,Galaxy S23,Android 13,5.2.0
D02624,iOS,Apple,iPhone 15,Android 14,5.2.0
D02625,Android,Realme,Nord CE 3,iOS 17,5.2.0
D02626,Android,Samsung,Nord CE 3,iOS 16,5.1.9
D02627,Android,Motorola,11T Pro,Android 12,5.2.2
D02628,Android,Vivo,Realme GT,iOS 16,5.2.1
D02629,Android,Nothing,Galaxy S23,iOS 17,5.1.9
D02630,iOS,Apple,iPhone 15,Android 12,5.2.0
D02631,iOS,Apple,iPhone 13,iOS 18,5.2.1
D02632,iOS,Apple,iPhone 13,iOS 18,5.2.0
D02633,iOS,Apple,iPhone 14,iOS 16,5.2.0
D02634,Android,Xiaomi,Nord CE 3,iOS 17,5.2.0
D02635,Android,Samsung,Edge 50,iOS 18,5.1.9
D02636,iOS,Apple,iPhone 16,Android 13,5.1.9
D02637,iOS,Apple,iPhone 15,iOS 18,5.2.0
D02638,iOS,Apple,iPhone 14,Android 13,5.2.0
D02639,Android,Vivo,11T Pro,iOS 18,5.2.1
D02640,iOS,Apple,iPhone 16,Android 13,5.2.2
D02641,Android,Samsung,Galaxy A54,Android 14,5.2.0
D02642,iOS,Apple,iPhone 16,Android 14,5.2.2
D02643,iOS,Apple,iPhone 13,Android 12,5.2.2
D02644,Android,Oppo,Galaxy S23,Android 13,5.2.0
D02645,iOS,Apple,iPhone 15,iOS 16,5.2.2
D02646,iOS,Apple,iPhone 16,Android 12,5.2.1
D02647,Android,Vivo,11T Pro,Android 13,5.2.0
D02648,Android,Oppo,Nord CE 3,iOS 18,5.1.9
D02649,iOS,Apple,iPhone 16,iOS 18,5.2.2
D02650,Android,Xiaomi,Edge 50,Android 13,5.1.8
D02651,iOS,Apple,iPhone 15,Android 14,5.2.2
D02652,Android,Oppo,Reno 11,Android 12,5.1.8
D02653,Android,Samsung,11T Pro,Android 12,5.1.8
D02654,Android,Oppo,Galaxy A54,iOS 17,5.2.1
D02655,Android,Vivo,Edge 50,iOS 18,5.2.2
D02656,iOS,Apple,iPhone 15,iOS 16,5.2.2
D02657,Android,Oppo,Reno 11,Android 12,5.2.1
D02658,Android,Motorola,Nord CE 3,Android 12,5.1.8
D02659,iOS,Apple,iPhone 16,Android 12,5.1.8
D02660,Android,Samsung,Edge 50,Android 12,5.1.8
D02661,iOS,Apple,iPhone 15,iOS 16,5.2.2
D02662,Android,Xiaomi,11T Pro,iOS 18,5.2.2
D02663,Android,Vivo,Nord CE 3,Android 12,5.2.0
D02664,iOS,Apple,iPhone 14,Android 12,5.1.8
D02665,iOS,Apple,iPhone 15,iOS 16,5.2.0
D02666,iOS,Apple,iPhone 14,iOS 17,5.2.2
D02667,iOS,Apple,iPhone 14,Android 13,5.2.2
D02668,iOS,Apple,iPhone 14,Android 14,5.1.9
D02669,Android,Vivo,Galaxy S23,iOS 17,5.2.1
D02670,iOS,Apple,iPhone 13,Android 14,5.1.9
D02671,Android,Motorola,Galaxy A54,Android 13,5.2.1
D02672,iOS,Apple,iPhone 16,Android 13,5.1.8
D02673,Android,Nothing,Edge 50,iOS 16,5.2.2
D02674,iOS,Apple,iPhone 15,iOS 18,5.2.2
D02675,iOS,Apple,iPhone 15,Android 12,5.1.8
D02676,iOS,Apple,iPhone 13,iOS 16,5.2.0
D02677,Android,Samsung,Edge 50,iOS 16,5.2.2
D02678,iOS,Apple,iPhone 15,Android 14,5.1.9
D02679,iOS,Apple,iPhone 16,Android 12,5.2.1
D02680,iOS,Apple,iPhone 13,iOS 18,5.1.9
D02681,iOS,Apple,iPhone 13,Android 14,5.2.2
D02682,Android,Samsung,Reno 11,Android 12,5.2.1
D02683,Android,Samsung,Reno 11,Android 14,5.2.0
D02684,Android,Samsung,Galaxy A54,iOS 18,5.1.9
D02685,Android,Samsung,Phone 2,Android 12,5.2.2
D02686,iOS,Apple,iPhone 16,iOS 16,5.2.2
D02687,Android,Motorola,Phone 2,iOS 16,5.2.2
D02688,Android,Xiaomi,Nord CE 3,Android 13,5.1.9
D02689,Android,Samsung,Nord CE 3,Android 14,5.1.8
D02690,Android,OnePlus,Galaxy S23,Android 13,5.2.0
D02691,iOS,Apple,iPhone 15,Android 12,5.1.8
D02692,Android,OnePlus,Phone 2,Android 13,5.1.9
D02693,iOS,Apple,iPhone 13,Android 13,5.2.1
D02694,Android,Oppo,V29,Android 14,5.2.0
D02695,Android,OnePlus,Phone 2,iOS 16,5.1.9
D02696,iOS,Apple,iPhone 16,Android 14,5.1.8
D02697,Android,Motorola,11T Pro,Android 12,5.2.0
D02698,iOS,Apple,iPhone 15,Android 13,5.2.2
D02699,iOS,Apple,iPhone 15,Android 12,5.2.2
D02700,iOS,Apple,iPhone 16,Android 13,5.2.1
D02701,iOS,Apple,iPhone 13,Android 12,5.1.9
D02702,iOS,Apple,iPhone 13,iOS 17,5.1.8
D02703,Android,Nothing,Realme GT,iOS 17,5.1.9
D02704,Android,Vivo,Realme GT,iOS 17,5.2.2
D02705,Android,Realme,Galaxy S23,Android 13,5.1.8
D02706,iOS,Apple,iPhone 15,iOS 18,5.2.1
D02707,Android,Vivo,Nord CE 3,iOS 17,5.2.2
D02708,Android,Samsung,V29,Android 14,5.2.2
D02709,iOS,Apple,iPhone 13,iOS 17,5.2.2
D02710,Android,Vivo,Nord CE 3,iOS 16,5.2.1
D02711,Android,Xiaomi,Galaxy A54,iOS 16,5.1.9
D02712,Android,Realme,Galaxy S23,iOS 18,5.2.2
D02713,Android,Realme,V29,Android 13,5.2.2
D02714,Android,Motorola,Edge 50,iOS 16,5.2.0
D02715,iOS,Apple,iPhone 14,iOS 16,5.1.9
D02716,Android,Xiaomi,Realme GT,Android 13,5.1.8
D02717,iOS,Apple,iPhone 14,Android 13,5.1.8
D02718,Android,Nothing,11T Pro,Android 12,5.2.1
D02719,Android,Motorola,Nord CE 3,Android 13,5.2.1
D02720,Android,Nothing,Galaxy A54,iOS 18,5.1.8
D02721,iOS,Apple,iPhone 16,Android 14,5.2.0
D02722,Android,Xiaomi,Edge 50,Android 12,5.2.1
D02723,Android,Realme,Nord CE 3,Android 13,5.2.2
D02724,Android,OnePlus,11T Pro,Android 12,5.2.0
D02725,iOS,Apple,iPhone 15,iOS 17,5.2.0
D02726,iOS,Apple,iPhone 15,iOS 18,5.2.0
D02727,iOS,Apple,iPhone 16,Android 12,5.2.2
D02728,Android,Samsung,V29,Android 12,5.2.0
D02729,iOS,Apple,iPhone 14,iOS 17,5.1.8
D02730,Android,Samsung,11T Pro,Android 14,5.2.2
D02731,Android,Xiaomi,Realme GT,iOS 16,5.2.1
D02732,Android,Nothing,Realme GT,Android 14,5.2.1
D02733,Android,Oppo,Edge 50,iOS 16,5.2.0
D02734,iOS,Apple,iPhone 13,Android 13,5.1.9
D02735,iOS,Apple,iPhone 15,Android 12,5.2.1
D02736,Android,Realme,Galaxy A54,Android 14,5.2.0
D02737,Android,Xiaomi,Phone 2,iOS 16,5.2.2
D02738,iOS,Apple,iPhone 14,Android 14,5.1.8
D02739,Android,Samsung,11T Pro,iOS 16,5.2.2
D02740,Android,Realme,Phone 2,iOS 16,5.1.9
D02741,iOS,Apple,iPhone 14,Android 14,5.2.2
D02742,Android,Oppo,11T Pro,Android 12,5.2.2
D02743,iOS,Apple,iPhone 13,Android 13,5.2.0
D02744,iOS,Apple,iPhone 16,iOS 18,5.2.0
D02745,Android,Vivo,Galaxy S23,Android 13,5.1.9
D02746,Android,Xiaomi,Reno 11,Android 12,5.2.0
D02747,iOS,Apple,iPhone 14,Android 14,5.1.9
D02748,Android,OnePlus,Nord CE 3,Android 12,5.2.1
D02749,iOS,Apple,iPhone 13,Android 13,5.1.9
D02750,Android,Realme,V29,iOS 18,5.2.0
D02751,Android,Vivo,V29,iOS 16,5.1.8
D02752,Android,Realme,Reno 11,Android 13,5.1.9
D02753,Android,Oppo,Edge 50,Android 13,5.2.0
D02754,iOS,Apple,iPhone 15,iOS 17,5.2.1
D02755,Android,Nothing,Realme GT,Android 12,5.2.0
D02756,iOS,Apple,iPhone 13,iOS 18,5.2.0
D02757,Android,Realme,11T Pro,Android 13,5.2.0
D02758,Android,Realme,Edge 50,Android 12,5.2.2
D02759,iOS,Apple,iPhone 16,Android 12,5.1.9
D02760,iOS,Apple,iPhone 16,Android 12,5.2.1
D02761,Android,Samsung,Edge 50,iOS 16,5.2.2
D02762,Android,Samsung,11T Pro,Android 12,5.2.1
D02763,Android,Nothing,Galaxy A54,Android 12,5.2.1
D02764,iOS,Apple,iPhone 15,iOS 18,5.2.2
D02765,iOS,Apple,iPhone 13,iOS 17,5.1.9
D02766,Android,Vivo,Galaxy A54,iOS 17,5.2.0
D02767,Android,Nothing,Realme GT,Android 12,5.2.0
D02768,Android,Motorola,V29,Android 12,5.1.8
D02769,iOS,Apple,iPhone 15,iOS 16,5.2.2
D02770,Android,OnePlus,V29,iOS 17,5.1.8
D02771,iOS,Apple,iPhone 15,Android 13,5.2.1
D02772,Android,Realme,Galaxy A54,Android 14,5.2.2
D02773,iOS,Apple,iPhone 15,iOS 17,5.1.8
D02774,Android,Vivo,V29,Android 12,5.2.1
D02775,iOS,Apple,iPhone 13,iOS 18,5.2.1
D02776,iOS,Apple,iPhone 16,Android 12,5.2.1
D02777,Android,Samsung,V29,iOS 16,5.1.9
D02778,iOS,Apple,iPhone 13,iOS 16,5.1.8
D02779,Android,Nothing,Edge 50,iOS 18,5.2.1
D02780,Android,Realme,Edge 50,iOS 17,5.1.8
D02781,Android,Motorola,11T Pro,Android 12,5.2.0
D02782,iOS,Apple,iPhone 14,Android 12,5.1.8
D02783,Android,Nothing,Phone 2,Android 13,5.1.8
D02784,iOS,Apple,iPhone 14,Android 13,5.2.2
D02785,iOS,Apple,iPhone 13,Android 13,5.2.1
D02786,Android,Samsung,Nord CE 3,iOS 18,5.1.9
D02787,Android,Xiaomi,Galaxy A54,Android 13,5.2.0
D02788,iOS,Apple,iPhone 14,Android 12,5.1.8
D02789,Android,Motorola,V29,Android 13,5.1.9
D02790,iOS,Apple,iPhone 16,iOS 18,5.2.2
D02791,iOS,Apple,iPhone 15,Android 12,5.1.8
D02792,Android,Vivo,Galaxy A54,iOS 18,5.2.0
D02793,Android,Vivo,Phone 2,Android 12,5.1.8
D02794,iOS,Apple,iPhone 15,iOS 16,5.2.0
D02795,iOS,Apple,iPhone 14,Android 13,5.2.2
D02796,Android,Samsung,Edge 50,Android 14,5.2.0
D02797,Android,Vivo,11T Pro,Android 13,5.2.1
D02798,iOS,Apple,iPhone 16,iOS 16,5.2.1
D02799,Android,Motorola,11T Pro,Android 14,5.2.2
D02800,iOS,Apple,iPhone 16,Android 12,5.2.0
D02801,Android,Motorola,Phone 2,Android 13,5.1.8
D02802,iOS,Apple,iPhone 15,iOS 18,5.2.2
D02803,Android,Oppo,Nord CE 3,iOS 17,5.1.8
D02804,Android,Motorola,Edge 50,iOS 16,5.2.2
D02805,Android,Nothing,Galaxy S23,iOS 16,5.2.2
D02806,Android,Realme,11T Pro,iOS 17,5.1.8
D02807,Android,OnePlus,Galaxy S23,iOS 16,5.1.8
D02808,Android,Samsung,Galaxy A54,Android 13,5.1.8
D02809,iOS,Apple,iPhone 14,Android 14,5.2.0
D02810,Android,Oppo,Galaxy S23,iOS 18,5.1.8
D02811,Android,OnePlus,V29,Android 12,5.1.8
D02812,iOS,Apple,iPhone 16,Android 12,5.1.8
D02813,Android,Motorola,Galaxy A54,iOS 17,5.1.9
D02814,Android,OnePlus,11T Pro,iOS 18,5.1.8
D02815,Android,Oppo,Galaxy S23,Android 13,5.1.9
D02816,Android,Nothing,V29,iOS 16,5.2.1
D02817,iOS,Apple,iPhone 16,iOS 17,5.2.1
D02818,iOS,Apple,iPhone 16,Android 12,5.1.8
D02819,Android,Xiaomi,Galaxy S23,iOS 18,5.2.2
D02820,iOS,Apple,iPhone 14,iOS 17,5.2.1
D02821,Android,Xiaomi,Edge 50,Android 12,5.1.9
D02822,iOS,Apple,iPhone 14,Android 12,5.2.0
D02823,iOS,Apple,iPhone 16,iOS 16,5.2.1
D02824,Android,Samsung,Realme GT,iOS 18,5.2.1
D02825,Android,Samsung,Realme GT,iOS 18,5.2.1
D02826,Android,Oppo,Phone 2,Android 14,5.1.9
D02827,iOS,Apple,iPhone 13,Android 13,5.1.8
