ticket_id,transaction_id,user_id,issue_type,ticket_status,resolution_time_minutes,customer_rating
SP001497,T0036633,U000841,Bank Server Error,Resolved,340,1
SP001498,T0011548,U003671,Bank Server Error,Resolved,1367,3
SP001499,T0054568,U005291,Payment Failed,Resolved,776,3
SP001500,T0010528,U000181,Bank Server Error,Resolved,481,3
SP001501,T0074865,U007609,Money Debited Not Credited,Resolved,1139,2
SP001502,T0003975,U004218,Payment Failed,Resolved,977,3
SP001503,T0009019,U008757,UPI PIN Issue,In Progress,1316,1
SP001504,T0088163,U006479,Transaction Pending,In Progress,1024,4
SP001505,T0035630,U007137,Payment Failed,Open,1287,1
SP001506,T0004386,U002789,Transaction Pending,Resolved,342,5
SP001507,T0096248,U009763,Payment Failed,Resolved,1351,2
SP001508,T0074862,U001410,Merchant Complaint,Resolved,725,5
SP001509,T0097859,U001744,Money Debited Not Credited,In Progress,632,3
SP001510,T0030903,U001611,Duplicate Debit,Resolved,174,5
SP001511,T0095082,U008777,UPI PIN Issue,Resolved,1327,4
SP001512,T0047237,U007702,Duplicate Debit,Resolved,1069,4
SP001513,T0069361,U000103,Bank Server Error,Resolved,1225,3
SP001514,T0044281,U004302,UPI PIN Issue,In Progress,629,4
SP001515,T0080888,U003267,UPI PIN Issue,Resolved,713,3
SP001516,T0061201,U009492,Money Debited Not Credited,Resolved,859,4
SP001517,T0009730,U005045,UPI PIN Issue,Resolved,1334,3
SP001518,T0029074,U005072,Duplicate Debit,In Progress,1176,5
SP001519,T0055480,U001634,Merchant Complaint,Open,1384,5
SP001520,T0068392,U007534,UPI PIN Issue,Resolved,422,5
SP001521,T0007965,U008008,Merchant Complaint,Resolved,641,5
SP001522,T0025989,U009792,Transaction Pending,Resolved,1154,2
SP001523,T0007984,U002567,Transaction Pending,Resolved,1412,1
SP001524,T0012988,U005811,Bank Server Error,Resolved,923,2
SP001525,T0073751,U007467,Transaction Pending,Resolved,489,4
SP001526,T0098253,U002048,Bank Server Error,Resolved,252,5
SP001527,T0074938,U008362,UPI PIN Issue,Open,292,3
SP001528,T0065100,U003054,Bank Server Error,Resolved,1136,2
SP001529,T0055180,U007574,Refund Pending,In Progress,517,3
SP001530,T0052707,U005549,UPI PIN Issue,Open,857,2
SP001531,T0001862,U007676,Merchant Complaint,Open,896,1
SP001532,T0042892,U008404,Bank Server Error,Resolved,75,1
SP001533,T0045280,U008669,UPI PIN Issue,Resolved,12,5
SP001534,T0086894,U005276,Bank Server Error,Resolved,521,1
SP001535,T0062671,U001746,Merchant Complaint,Open,1196,5
SP001536,T0080539,U002417,Merchant Complaint,In Progress,66,3
SP001537,T0068119,U006188,Payment Failed,In Progress,1228,5
SP001538,T0039080,U000339,Money Debited Not Credited,In Progress,1197,5
SP001539,T0020119,U001898,Bank Server Error,Resolved,1397,4
SP001540,T0007441,U001618,UPI PIN Issue,In Progress,335,2
SP001541,T0015976,U007289,Merchant Complaint,In Progress,1352,1
SP001542,T0047656,U001369,Duplicate Debit,Resolved,327,2
SP001543,T0055835,U003122,Money Debited Not Credited,Open,1375,2
SP001544,T0087178,U002378,Payment Failed,Resolved,146,5
SP001545,T0036814,U008200,UPI PIN Issue,Resolved,973,2
SP001546,T0096749,U003024,Transaction Pending,Resolved,887,4
SP001547,T0036622,U003528,Money Debited Not Credited,Resolved,260,5
SP001548,T0085009,U002030,UPI PIN Issue,Resolved,487,2
SP001549,T0094184,U007650,Refund Pending,In Progress,1427,3
SP001550,T0078664,U000941,Payment Failed,In Progress,32,5
SP001551,T0067111,U005767,Merchant Complaint,In Progress,1413,5
SP001552,T0080639,U003269,Payment Failed,Resolved,266,4
SP001553,T0088888,U008249,Transaction Pending,In Progress,577,4
SP001554,T0010988,U008562,UPI PIN Issue,Resolved,780,4
SP001555,T0074066,U002366,Duplicate Debit,Resolved,805,5
SP001556,T0079507,U006294,Refund Pending,Resolved,1023,1
SP001557,T0024744,U001184,UPI PIN Issue,Resolved,1206,2
SP001558,T0091424,U005659,Duplicate Debit,Resolved,1277,5
SP001559,T0037063,U008350,Bank Server Error,Resolved,837,4
SP001560,T0019870,U004632,Merchant Complaint,Resolved,1371,4
SP001561,T0019420,U009581,Money Debited Not Credited,Resolved,1413,5
SP001562,T0034042,U000131,Transaction Pending,Resolved,300,5
SP001563,T0049932,U008740,Payment Failed,Resolved,298,5
SP001564,T0038247,U001287,Duplicate Debit,In Progress,789,4
SP001565,T0026548,U004007,Refund Pending,Resolved,908,3
SP001566,T0035658,U002811,Transaction Pending,Resolved,1375,4
SP001567,T0085114,U001451,Money Debited Not Credited,In Progress,882,5
SP001568,T0074110,U008069,Duplicate Debit,Open,886,5
SP001569,T0059234,U005483,Transaction Pending,In Progress,100,2
SP001570,T0088248,U002044,Transaction Pending,Resolved,67,4
SP001571,T0001160,U002798,Transaction Pending,Open,724,2
SP001572,T0067764,U004221,Bank Server Error,Resolved,528,5
SP001573,T0051356,U008425,Merchant Complaint,Resolved,903,2
SP001574,T0082255,U004402,Duplicate Debit,Open,259,4
SP001575,T0006538,U000011,Refund Pending,Resolved,1272,3
SP001576,T0080921,U003385,Duplicate Debit,Resolved,1256,1
SP001577,T0022480,U004685,Payment Failed,Resolved,1251,2
SP001578,T0043177,U002531,Duplicate Debit,Resolved,1292,1
SP001579,T0085738,U007841,UPI PIN Issue,Resolved,299,3
SP001580,T0058279,U002070,Money Debited Not Credited,Resolved,10,1
SP001581,T0033713,U009672,Merchant Complaint,Resolved,1424,2
SP001582,T0012501,U003331,UPI PIN Issue,Resolved,786,3
SP001583,T0053747,U005437,Money Debited Not Credited,Resolved,488,1
SP001584,T0009243,U004895,Duplicate Debit,Resolved,1278,2
SP001585,T0064833,U007541,Merchant Complaint,Resolved,928,5
SP001586,T0078226,U000631,Refund Pending,Open,97,4
SP001587,T0043483,U004973,Merchant Complaint,Resolved,396,4
SP001588,T0092473,U000659,Merchant Complaint,In Progress,726,5
SP001589,T0012530,U007536,UPI PIN Issue,Open,964,3
SP001590,T0069296,U003022,Transaction Pending,Resolved,280,1
SP001591,T0053414,U009123,Merchant Complaint,Resolved,583,5
SP001592,T0053313,U004622,Money Debited Not Credited,Resolved,312,4
SP001593,T0059097,U003014,Duplicate Debit,Resolved,236,4
SP001594,T0004371,U005273,Money Debited Not Credited,Resolved,689,5
SP001595,T0077636,U000465,Bank Server Error,Resolved,810,3
SP001596,T0019679,U008605,Merchant Complaint,In Progress,1272,5
SP001597,T0036003,U005132,Money Debited Not Credited,Resolved,234,2
SP001598,T0059667,U001331,Refund Pending,Resolved,1191,2
SP001599,T0037722,U006815,Money Debited Not Credited,Resolved,1366,4
SP001600,T0034252,U002652,Money Debited Not Credited,Resolved,754,1
SP001601,T0038165,U008092,Transaction Pending,Resolved,128,5
SP001602,T0017346,U001368,UPI PIN Issue,Resolved,702,4
SP001603,T0078851,U005101,Money Debited Not Credited,In Progress,167,5
SP001604,T0052686,U006452,UPI PIN Issue,Resolved,392,2
SP001605,T0096137,U003926,Refund Pending,Resolved,1430,5
SP001606,T0040974,U008563,UPI PIN Issue,In Progress,271,5
SP001607,T0076054,U008169,Bank Server Error,Resolved,545,5
SP001608,T0041358,U005536,Refund Pending,Resolved,1054,4
SP001609,T0087376,U007241,Refund Pending,Resolved,431,5
SP001610,T0003424,U007423,Payment Failed,Resolved,1207,5
SP001611,T0049033,U006376,UPI PIN Issue,Resolved,194,3
SP001612,T0019505,U000223,Bank Server Error,Resolved,1413,3
SP001613,T0031500,U008164,UPI PIN Issue,Open,1149,4
SP001614,T0059118,U003725,Duplicate Debit,Resolved,1326,1
SP001615,T0009274,U007177,Money Debited Not Credited,Resolved,271,1
SP001616,T0070187,U004551,Transaction Pending,In Progress,357,2
SP001617,T0056474,U009584,Duplicate Debit,Open,321,1
SP001618,T0080956,U002674,Transaction Pending,In Progress,930,2
SP001619,T0022437,U007313,Payment Failed,Resolved,667,5
SP001620,T0001588,U004758,Duplicate Debit,In Progress,382,2
SP001621,T0045887,U002726,Duplicate Debit,Open,622,3
SP001622,T0096472,U007666,Transaction Pending,Resolved,1303,2
SP001623,T0030226,U003722,Merchant Complaint,Open,687,1
SP001624,T0000036,U001525,Transaction Pending,Resolved,67,5
SP001625,T0021771,U001226,UPI PIN Issue,In Progress,801,2
SP001626,T0013992,U009556,Bank Server Error,Open,368,5
SP001627,T0081816,U007269,Bank Server Error,Resolved,100,1
SP001628,T0090636,U009957,Merchant Complaint,Resolved,708,5
SP001629,T0054484,U008483,Transaction Pending,Resolved,1213,1
SP001630,T0041070,U002882,Merchant Complaint,Resolved,1029,4
SP001631,T0067711,U008508,Duplicate Debit,Open,1356,3
SP001632,T0095371,U002418,Refund Pending,Resolved,489,3
SP001633,T0078480,U008830,UPI PIN Issue,Resolved,1313,2
SP001634,T0075429,U003888,Bank Server Error,Resolved,1359,3
SP001635,T0091360,U003773,Money Debited Not Credited,Open,1314,1
SP001636,T0031836,U008664,Payment Failed,Resolved,101,1
SP001637,T0036934,U001921,Transaction Pending,Resolved,776,2
SP001638,T0085184,U007077,UPI PIN Issue,Resolved,748,4
SP001639,T0087306,U008073,Duplicate Debit,In Progress,1379,1
SP001640,T0070587,U009844,Transaction Pending,Resolved,159,5
SP001641,T0085155,U006223,Refund Pending,Open,439,5
SP001642,T0054090,U002362,Refund Pending,Resolved,275,1
SP001643,T0059965,U004532,Payment Failed,Resolved,1059,5
SP001644,T0067794,U005322,Merchant Complaint,Resolved,1217,2
SP001645,T0085743,U002004,Transaction Pending,Resolved,497,1
SP001646,T0096995,U000035,Duplicate Debit,Open,843,3
SP001647,T0094213,U007510,Duplicate Debit,Resolved,1340,3
SP001648,T0018043,U004450,Merchant Complaint,Open,747,3
SP001649,T0026411,U006678,Duplicate Debit,Resolved,1328,5
SP001650,T0079379,U008648,Bank Server Error,In Progress,993,5
SP001651,T0096895,U001457,Bank Server Error,Open,188,4
SP001652,T0093750,U001358,UPI PIN Issue,Resolved,741,1
SP001653,T0002610,U005456,Refund Pending,Resolved,413,5
SP001654,T0031882,U005313,Duplicate Debit,In Progress,1405,1
SP001655,T0089861,U005159,Money Debited Not Credited,In Progress,1044,3
SP001656,T0008810,U007917,UPI PIN Issue,Open,1424,3
SP001657,T0035417,U005473,Refund Pending,In Progress,70,2
SP001658,T0033715,U009087,Payment Failed,Open,954,2
SP001659,T0027466,U006776,Transaction Pending,Resolved,1165,1
SP001660,T0050463,U002946,Merchant Complaint,Resolved,1311,2
SP001661,T0005770,U009442,Money Debited Not Credited,Open,137,1
SP001662,T0038359,U007124,Payment Failed,Resolved,1219,3
SP001663,T0055671,U005691,Money Debited Not Credited,Resolved,909,1
SP001664,T0054875,U005671,Payment Failed,Resolved,967,3
SP001665,T0046953,U007963,Merchant Complaint,Resolved,242,1
SP001666,T0003066,U009173,Payment Failed,Resolved,197,3
SP001667,T0026916,U000423,Transaction Pending,Resolved,1064,3
SP001668,T0070564,U003633,Bank Server Error,Resolved,959,2
SP001669,T0026353,U006606,Refund Pending,Resolved,711,2
SP001670,T0000052,U002505,Money Debited Not Credited,Resolved,143,2
SP001671,T0039235,U007467,Merchant Complaint,Resolved,212,1
SP001672,T0065287,U001212,Refund Pending,Resolved,322,2
SP001673,T0026632,U000223,Money Debited Not Credited,Resolved,1272,1
SP001674,T0063117,U007548,Payment Failed,Open,478,5
SP001675,T0067779,U002168,Duplicate Debit,Resolved,422,4
SP001676,T0091367,U002333,Refund Pending,Resolved,782,1
SP001677,T0047077,U004232,Transaction Pending,In Progress,656,2
SP001678,T0034218,U001725,UPI PIN Issue,Resolved,531,3
SP001679,T0017904,U000324,Money Debited Not Credited,Resolved,134,3
SP001680,T0020454,U009148,Bank Server Error,Resolved,1412,3
SP001681,T0048628,U007151,Merchant Complaint,Resolved,1400,4
SP001682,T0005306,U006711,UPI PIN Issue,Resolved,928,4
SP001683,T0092349,U004303,Money Debited Not Credited,Resolved,1361,3
SP001684,T0069941,U008623,Money Debited Not Credited,Resolved,670,2
SP001685,T0097231,U008500,Duplicate Debit,Resolved,1107,1
SP001686,T0098410,U002853,Refund Pending,In Progress,262,3
SP001687,T0035221,U004879,Refund Pending,Resolved,1172,5
SP001688,T0095360,U002173,Duplicate Debit,Resolved,44,4
SP001689,T0040472,U004784,Payment Failed,Open,219,4
SP001690,T0090339,U003053,Merchant Complaint,Resolved,1063,2
SP001691,T0077409,U003155,Bank Server Error,Open,1234,5
SP001692,T0079053,U000488,UPI PIN Issue,Resolved,597,2
SP001693,T0062812,U002991,Merchant Complaint,Resolved,66,2
SP001694,T0014448,U007687,Transaction Pending,Resolved,39,3
SP001695,T0098338,U009111,Transaction Pending,Resolved,796,3
SP001696,T0071844,U009966,Money Debited Not Credited,In Progress,1076,3
SP001697,T0087999,U001491,Merchant Complaint,Resolved,1344,3
SP001698,T0082777,U008082,Merchant Complaint,Resolved,1214,2
SP001699,T0014287,U004530,Refund Pending,Resolved,297,4
SP001700,T0015545,U005103,Duplicate Debit,Resolved,1169,1
SP001701,T0097419,U007011,Transaction Pending,Resolved,350,1
SP001702,T0075597,U006667,Bank Server Error,Resolved,173,2
SP001703,T0008135,U000412,Transaction Pending,Resolved,193,3
SP001704,T0082051,U004565,UPI PIN Issue,Resolved,226,5
SP001705,T0010917,U003138,Duplicate Debit,Resolved,695,3
SP001706,T0015005,U008062,Merchant Complaint,In Progress,82,5
SP001707,T0034724,U003006,UPI PIN Issue,Resolved,682,2
SP001708,T0069262,U002399,Refund Pending,Resolved,889,5
SP001709,T0029171,U006813,Money Debited Not Credited,Resolved,41,1
SP001710,T0068306,U006580,UPI PIN Issue,Resolved,687,3
SP001711,T0071486,U005899,Payment Failed,Open,209,5
SP001712,T0052932,U002121,Money Debited Not Credited,Open,455,5
SP001713,T0091409,U005030,UPI PIN Issue,Resolved,886,1
SP001714,T0088435,U002563,Refund Pending,Resolved,1249,4
SP001715,T0064094,U002548,Money Debited Not Credited,Resolved,1211,3
SP001716,T0056465,U008456,Refund Pending,Open,1211,4
SP001717,T0040897,U002219,Money Debited Not Credited,Resolved,143,2
SP001718,T0024325,U009768,Payment Failed,Open,1326,1
SP001719,T0095856,U004958,Merchant Complaint,Resolved,179,2
SP001720,T0046121,U004905,Money Debited Not Credited,Resolved,799,2
SP001721,T0043449,U008933,Payment Failed,Resolved,1004,2
SP001722,T0050575,U007820,Duplicate Debit,Resolved,1122,3
SP001723,T0003783,U008494,Transaction Pending,Resolved,1284,5
SP001724,T0059175,U007892,Bank Server Error,Resolved,934,5
SP001725,T0084797,U003899,UPI PIN Issue,Open,1324,2
SP001726,T0008438,U001165,Bank Server Error,Resolved,113,4
SP001727,T0029388,U003480,Refund Pending,Open,568,3
SP001728,T0004343,U007682,Bank Server Error,Resolved,989,4
SP001729,T0053346,U007201,Transaction Pending,Resolved,1294,2
SP001730,T0052544,U009685,Transaction Pending,Resolved,1101,1
SP001731,T0006053,U009696,Transaction Pending,Resolved,1314,5
SP001732,T0066603,U007332,Transaction Pending,Open,1292,5
SP001733,T0076716,U006654,Bank Server Error,Resolved,1285,2
SP001734,T0019843,U005607,UPI PIN Issue,Resolved,1299,1
SP001735,T0009866,U002663,Bank Server Error,Resolved,1285,1
SP001736,T0083687,U003506,Bank Server Error,In Progress,1407,1
SP001737,T0054259,U006531,UPI PIN Issue,Resolved,714,4
SP001738,T0042778,U003011,Refund Pending,Open,882,4
SP001739,T0054094,U005962,Money Debited Not Credited,Resolved,233,3
SP001740,T0017628,U005216,Payment Failed,Resolved,127,2
SP001741,T0073299,U003859,Merchant Complaint,In Progress,1417,3
SP001742,T0089458,U003042,Payment Failed,Resolved,216,5
SP001743,T0075800,U006755,Refund Pending,Resolved,531,1
SP001744,T0082971,U008088,Bank Server Error,Resolved,158,1
SP001745,T0021411,U003501,Transaction Pending,In Progress,57,1
SP001746,T0059525,U006964,Transaction Pending,Open,1263,5
SP001747,T0055249,U008249,Money Debited Not Credited,Resolved,1342,4
SP001748,T0020362,U000624,Payment Failed,Open,324,1
SP001749,T0089711,U009507,Bank Server Error,Open,764,5
SP001750,T0063006,U006910,Bank Server Error,In Progress,479,5
SP001751,T0032772,U008282,Refund Pending,Resolved,790,2
SP001752,T0041271,U008734,Refund Pending,Open,1351,1
SP001753,T0047544,U004104,Transaction Pending,Resolved,1340,2
SP001754,T0096806,U000158,Payment Failed,Resolved,29,3
SP001755,T0067136,U002495,Merchant Complaint,Open,1001,4
SP001756,T0081879,U000850,Transaction Pending,Resolved,969,1
SP001757,T0068961,U009306,Transaction Pending,Resolved,235,2
SP001758,T0003664,U009751,UPI PIN Issue,Resolved,1349,4
SP001759,T0002677,U007873,Bank Server Error,Open,372,2
SP001760,T0059006,U007931,Merchant Complaint,Resolved,1298,5
SP001761,T0058681,U008691,Bank Server Error,Open,696,5
SP001762,T0036323,U004393,Payment Failed,Resolved,976,4
SP001763,T0017560,U009664,UPI PIN Issue,Resolved,822,2
SP001764,T0088886,U005467,Refund Pending,Resolved,696,5
SP001765,T0046263,U004063,UPI PIN Issue,Resolved,1421,5
SP001766,T0095555,U000592,UPI PIN Issue,Resolved,1283,4
SP001767,T0043102,U004280,Payment Failed,Resolved,254,5
SP001768,T0033407,U006957,Duplicate Debit,Resolved,606,3
SP001769,T0049347,U007422,UPI PIN Issue,Resolved,1061,1
SP001770,T0085955,U006610,Payment Failed,Resolved,1279,3
SP001771,T0089414,U004440,Duplicate Debit,Resolved,1153,4
SP001772,T0025558,U008082,Money Debited Not Credited,Resolved,145,4
SP001773,T0055617,U005223,Duplicate Debit,Resolved,110,3
SP001774,T0026021,U003324,Payment Failed,Resolved,582,1
SP001775,T0041713,U004768,Bank Server Error,Resolved,997,2
SP001776,T0013387,U006780,Payment Failed,In Progress,231,5
SP001777,T0009436,U008352,Transaction Pending,In Progress,239,4
SP001778,T0021595,U009293,Refund Pending,Open,745,2
SP001779,T0040281,U008035,Money Debited Not Credited,Resolved,1149,3
SP001780,T0094824,U008627,Money Debited Not Credited,Resolved,516,3
SP001781,T0066100,U006664,Merchant Complaint,Open,363,5
SP001782,T0088544,U001074,UPI PIN Issue,Resolved,877,2
SP001783,T0077041,U009185,Transaction Pending,In Progress,256,5
SP001784,T0077872,U002582,UPI PIN Issue,Resolved,223,4
SP001785,T0022188,U003585,Merchant Complaint,Resolved,646,5
SP001786,T0035971,U004726,Duplicate Debit,Resolved,169,1
SP001787,T0024651,U003959,Transaction Pending,In Progress,1375,5
SP001788,T0057837,U001864,Duplicate Debit,Resolved,39,2
SP001789,T0070224,U003024,Refund Pending,Resolved,1132,5
SP001790,T0037933,U001426,Duplicate Debit,In Progress,1437,1
SP001791,T0050365,U002992,Payment Failed,Resolved,489,3
SP001792,T0038977,U004835,Bank Server Error,Resolved,1432,5
SP001793,T0063916,U003742,Bank Server Error,In Progress,1298,4
SP001794,T0048032,U003171,UPI PIN Issue,In Progress,310,1
SP001795,T0071253,U002225,Duplicate Debit,In Progress,106,4
SP001796,T0073581,U005990,Money Debited Not Credited,Open,141,2
SP001797,T0048750,U007644,Payment Failed,Open,839,4
SP001798,T0013319,U007811,Duplicate Debit,Resolved,346,5
SP001799,T0000131,U002123,Merchant Complaint,Resolved,1119,4
SP001800,T0056936,U003892,UPI PIN Issue,In Progress,716,3
SP001801,T0048649,U006752,Money Debited Not Credited,Resolved,983,5
SP001802,T0084827,U005632,Duplicate Debit,In Progress,303,2
SP001803,T0079126,U001930,Money Debited Not Credited,Resolved,1094,3
SP001804,T0082659,U003789,Transaction Pending,In Progress,733,1
SP001805,T0066667,U002800,Bank Server Error,Resolved,406,1
SP001806,T0040103,U001412,Duplicate Debit,Resolved,279,1
SP001807,T0014221,U009796,Payment Failed,Resolved,542,4
SP001808,T0098716,U001355,Refund Pending,Open,130,4
SP001809,T0079302,U009547,Merchant Complaint,Resolved,138,4
SP001810,T0013686,U005860,Bank Server Error,Resolved,1373,5
SP001811,T0027651,U007054,Bank Server Error,Resolved,43,3
SP001812,T0048550,U003390,Payment Failed,Resolved,130,3
SP001813,T0043636,U007943,Bank Server Error,In Progress,460,1
SP001814,T0057785,U005741,Payment Failed,Resolved,992,2
SP001815,T0029679,U004488,UPI PIN Issue,Resolved,699,4
SP001816,T0010953,U005255,Payment Failed,Resolved,95,4
SP001817,T0079142,U004080,Money Debited Not Credited,Resolved,1414,5
SP001818,T0054359,U001473,Duplicate Debit,Resolved,1295,5
SP001819,T0064060,U004886,Refund Pending,Resolved,458,1
SP001820,T0036693,U005110,Transaction Pending,Resolved,395,2
SP001821,T0001025,U006069,Transaction Pending,Resolved,1176,4
SP001822,T0079878,U001738,Refund Pending,Resolved,1228,5
SP001823,T0017156,U002732,UPI PIN Issue,Resolved,430,2
SP001824,T0013271,U001501,Payment Failed,Resolved,347,5
SP001825,T0035179,U001455,Transaction Pending,In Progress,75,2
SP001826,T0012900,U000683,UPI PIN Issue,Resolved,435,5
SP001827,T0091649,U003116,Duplicate Debit,Resolved,925,5
SP001828,T0071204,U009564,Refund Pending,Resolved,513,1
SP001829,T0027781,U007680,Merchant Complaint,Resolved,590,3
SP001830,T0063350,U007431,UPI PIN Issue,Open,783,2
SP001831,T0096806,U000158,Refund Pending,Resolved,1399,3
SP001832,T0086456,U008513,Money Debited Not Credited,Open,443,5
SP001833,T0035083,U001397,Refund Pending,Open,1360,1
SP001834,T0044354,U001011,Duplicate Debit,Resolved,614,4
SP001835,T0024681,U001025,Duplicate Debit,Resolved,1135,2
SP001836,T0069995,U003539,Payment Failed,Resolved,1430,4
SP001837,T0046818,U003589,Transaction Pending,Resolved,290,4
SP001838,T0010959,U002254,Bank Server Error,Resolved,475,1
SP001839,T0022952,U009754,UPI PIN Issue,In Progress,118,1
SP001840,T0009305,U003533,Refund Pending,In Progress,811,4
SP001841,T0028549,U007129,UPI PIN Issue,Open,779,5
SP001842,T0070663,U008660,Money Debited Not Credited,Open,1103,4
SP001843,T0080124,U009096,Transaction Pending,Open,309,4
SP001844,T0069302,U005986,UPI PIN Issue,Resolved,239,5
SP001845,T0089922,U006637,Transaction Pending,Resolved,743,1
SP001846,T0043902,U003617,Bank Server Error,Resolved,262,3
SP001847,T0087351,U007519,Transaction Pending,Open,55,3
SP001848,T0024800,U008038,UPI PIN Issue,In Progress,357,2
SP001849,T0048896,U009795,Refund Pending,Open,77,3
SP001850,T0005288,U002668,Transaction Pending,Resolved,235,2
SP001851,T0001816,U001186,Payment Failed,Resolved,217,1
SP001852,T0057676,U009590,Duplicate Debit,Resolved,168,4
SP001853,T0089068,U007645,Refund Pending,Resolved,270,4
SP001854,T0097426,U008293,Bank Server Error,Open,61,3
SP001855,T0012077,U000302,Bank Server Error,Resolved,153,5
SP001856,T0096285,U007393,Transaction Pending,Resolved,304,3
SP001857,T0096606,U000777,Bank Server Error,Resolved,1040,2
SP001858,T0047834,U006078,Merchant Complaint,Resolved,984,1
SP001859,T0055180,U007574,UPI PIN Issue,Open,456,5
SP001860,T0080745,U007711,UPI PIN Issue,Resolved,369,1
SP001861,T0039489,U009736,Bank Server Error,Open,415,4
SP001862,T0043132,U005385,Merchant Complaint,Open,680,3
SP001863,T0070667,U001133,Duplicate Debit,Resolved,1142,5
SP001864,T0055326,U007930,Payment Failed,Resolved,756,3
SP001865,T0024513,U009237,UPI PIN Issue,Resolved,274,4
SP001866,T0002763,U009713,Transaction Pending,Resolved,1260,1
SP001867,T0030176,U001955,UPI PIN Issue,Resolved,1100,5
SP001868,T0080853,U000686,Merchant Complaint,Resolved,236,4
SP001869,T0012169,U003065,Payment Failed,Resolved,473,5
SP001870,T0048132,U003248,UPI PIN Issue,Resolved,1175,5
SP001871,T0039792,U004172,Merchant Complaint,Resolved,1262,3
SP001872,T0003412,U002094,Money Debited Not Credited,Resolved,1343,3
SP001873,T0088533,U008772,Transaction Pending,In Progress,715,3
SP001874,T0083606,U008196,Money Debited Not Credited,Resolved,549,5
SP001875,T0051348,U004401,Refund Pending,In Progress,916,5
SP001876,T0035393,U009296,Bank Server Error,Resolved,64,2
SP001877,T0053050,U003671,Money Debited Not Credited,Resolved,767,5
SP001878,T0055992,U008483,Refund Pending,Resolved,709,4
SP001879,T0035406,U003387,Transaction Pending,Resolved,1025,4
SP001880,T0056269,U004365,Duplicate Debit,In Progress,456,5
SP001881,T0004287,U002914,Transaction Pending,Resolved,136,1
SP001882,T0022818,U003337,Refund Pending,In Progress,1105,5
SP001883,T0048149,U005833,Money Debited Not Credited,Resolved,1034,2
SP001884,T0061610,U004600,Refund Pending,Resolved,1161,4
SP001885,T0037286,U003200,Refund Pending,Resolved,223,5
SP001886,T0042425,U005705,Transaction Pending,Resolved,1338,4
SP001887,T0056079,U002325,UPI PIN Issue,Resolved,689,4
SP001888,T0070385,U007431,Refund Pending,Resolved,157,4
SP001889,T0085705,U001048,Refund Pending,Resolved,1005,5
SP001890,T0017547,U007029,UPI PIN Issue,Resolved,758,1
SP001891,T0007381,U008935,Duplicate Debit,Resolved,1247,3
SP001892,T0067445,U005672,UPI PIN Issue,Resolved,1316,2
SP001893,T0064608,U008580,Refund Pending,Resolved,768,3
SP001894,T0085428,U005723,Transaction Pending,Resolved,280,3
SP001895,T0047326,U004620,Bank Server Error,Open,1424,5
SP001896,T0039982,U001346,Transaction Pending,Open,1195,4
SP001897,T0016038,U001556,Transaction Pending,In Progress,1402,1
SP001898,T0018453,U009748,Money Debited Not Credited,Resolved,194,2
SP001899,T0053339,U000920,Money Debited Not Credited,Open,73,4
SP001900,T0001268,U007807,Money Debited Not Credited,Resolved,801,3
SP001901,T0020323,U001529,Merchant Complaint,Resolved,387,4
SP001902,T0012569,U007275,UPI PIN Issue,Open,148,5
SP001903,T0077910,U006302,Payment Failed,Open,1137,2
SP001904,T0017517,U009435,Refund Pending,Resolved,542,5
SP001905,T0055562,U003986,Payment Failed,Resolved,845,3
SP001906,T0077750,U006587,Merchant Complaint,Resolved,99,1
SP001907,T0040953,U008310,UPI PIN Issue,Resolved,268,3
SP001908,T0069683,U008076,Transaction Pending,Resolved,1094,5
SP001909,T0038433,U004953,Merchant Complaint,Resolved,1182,3
SP001910,T0025958,U003046,UPI PIN Issue,Resolved,696,2
SP001911,T0010459,U008162,Transaction Pending,Resolved,972,4
SP001912,T0098895,U004386,Merchant Complaint,Resolved,66,5
SP001913,T0023719,U003475,Duplicate Debit,In Progress,556,3
SP001914,T0025396,U009130,Transaction Pending,In Progress,868,2
SP001915,T0096531,U006309,UPI PIN Issue,Resolved,737,2
SP001916,T0040429,U005590,Bank Server Error,In Progress,1330,1
SP001917,T0030735,U006955,Payment Failed,In Progress,671,1
SP001918,T0003766,U005501,UPI PIN Issue,Resolved,1091,1
SP001919,T0055244,U000731,Bank Server Error,Open,79,3
SP001920,T0060442,U006096,Bank Server Error,Resolved,876,2
SP001921,T0071684,U008461,UPI PIN Issue,In Progress,115,2
SP001922,T0073292,U001539,Bank Server Error,Resolved,332,5
SP001923,T0003929,U003511,Merchant Complaint,Open,847,5
SP001924,T0031318,U008263,Merchant Complaint,Open,824,2
SP001925,T0075167,U006643,Refund Pending,Resolved,226,1
SP001926,T0056229,U009278,Payment Failed,Resolved,396,5
SP001927,T0050956,U002081,Transaction Pending,Resolved,1025,1
SP001928,T0044988,U007191,UPI PIN Issue,Resolved,248,5
SP001929,T0039157,U007162,Bank Server Error,Open,165,4
SP001930,T0015090,U009126,Duplicate Debit,Resolved,885,5
SP001931,T0080134,U001297,Transaction Pending,Resolved,651,3
SP001932,T0008713,U001090,Payment Failed,Resolved,1407,3
SP001933,T0087898,U004299,Money Debited Not Credited,Resolved,654,5
SP001934,T0067159,U005951,Payment Failed,Resolved,1040,5
SP001935,T0034836,U006915,Bank Server Error,In Progress,632,4
SP001936,T0068707,U008733,UPI PIN Issue,In Progress,1389,2
