session_id,user_id,device_id,session_date,hour,session_duration_minutes,screens_viewed,transactions_attempted
S0017488,U007158,D01502,2025-12-10,16,4,14,0
S0017489,U002929,D00689,2025-03-31,11,15,7,1
S0017490,U000083,D00748,2025-07-22,3,1,2,1
S0017491,U002946,D00782,2025-12-13,8,27,6,5
S0017492,U003391,D03677,2025-11-11,8,38,6,5
S0017493,U008292,D02730,2025-04-19,5,12,1,1
S0017494,U000434,D03038,2025-05-02,18,22,13,4
S0017495,U006909,D01656,2025-01-23,1,24,19,1
S0017496,U009485,D00042,2025-01-18,9,2,7,5
S0017497,U006208,D00934,2025-10-16,18,39,16,0
S0017498,U005561,D02589,2025-09-14,21,30,2,3
S0017499,U004931,D00068,2025-02-07,22,25,14,1
S0017500,U007517,D03903,2025-08-24,21,12,19,3
S0017501,U003420,D00595,2025-07-27,12,43,4,2
S0017502,U009293,D02068,2025-02-07,13,29,6,0
S0017503,U001251,D00009,2025-03-04,7,7,6,3
S0017504,U009148,D01240,2025-09-18,23,1,17,5
S0017505,U002121,D01725,2025-03-13,23,20,8,3
S0017506,U009877,D01282,2025-04-26,11,44,5,2
S0017507,U000826,D02404,2025-06-20,15,43,2,2
S0017508,U006043,D03853,2025-11-16,11,4,7,1
S0017509,U009557,D02830,2025-11-17,9,34,6,1
S0017510,U000736,D01867,2025-11-27,17,28,20,2
S0017511,U000422,D03210,2025-12-29,16,33,20,2
S0017512,U004158,D02311,2025-07-11,9,8,4,5
S0017513,U003500,D00134,2025-07-06,10,37,17,3
S0017514,U009419,D03467,2025-11-02,14,34,12,2
S0017515,U007698,D02999,2025-10-18,9,17,14,1
S0017516,U005816,D02362,2025-02-19,17,9,1,4
S0017517,U008598,D00492,2025-12-22,8,38,11,5
S0017518,U009728,D01409,2025-08-16,23,17,13,0
S0017519,U005858,D01555,2025-02-28,3,18,19,2
S0017520,U004992,D01519,2025-07-31,20,22,18,4
S0017521,U001652,D00947,2025-05-21,9,43,16,4
S0017522,U007168,D03071,2025-12-07,20,4,19,2
S0017523,U003690,D03277,2025-12-01,17,7,11,3
S0017524,U000565,D01353,2025-12-21,20,30,12,5
S0017525,U007328,D00897,2025-03-22,2,9,16,5
S0017526,U005993,D03239,2025-09-13,12,10,5,1
S0017527,U001588,D04271,2025-02-04,10,31,11,2
S0017528,U001025,D00406,2025-06-28,7,23,1,3
S0017529,U007246,D00505,2025-12-24,13,23,2,5
S0017530,U000265,D00997,2025-02-27,21,27,20,5
S0017531,U003645,D04070,2025-08-23,11,35,4,0
S0017532,U006170,D03451,2025-03-21,23,14,5,0
S0017533,U000500,D02390,2025-03-08,7,3,6,3
S0017534,U000855,D02180,2025-06-03,10,2,19,5
S0017535,U008108,D01736,2025-09-11,0,36,20,1
S0017536,U003766,D02971,2025-01-11,17,43,20,5
S0017537,U008570,D03887,2025-10-18,16,4,15,0
S0017538,U005212,D03501,2025-08-01,0,17,20,3
S0017539,U002064,D04719,2025-03-08,14,32,20,2
S0017540,U000962,D01501,2025-07-18,7,34,12,3
S0017541,U003784,D00005,2025-09-11,6,44,17,1
S0017542,U003217,D02991,2025-02-21,6,1,14,2
S0017543,U005925,D03369,2025-03-25,6,1,5,0
S0017544,U004668,D04839,2025-05-04,3,30,17,3
S0017545,U007941,D00336,2025-09-04,16,17,3,3
S0017546,U007146,D03079,2025-06-25,21,21,11,0
S0017547,U004339,D01927,2025-01-11,12,41,19,1
S0017548,U007668,D01832,2025-01-13,3,25,8,3
S0017549,U001643,D02468,2025-12-28,1,7,13,4
S0017550,U001827,D04956,2025-02-28,0,18,7,2
S0017551,U000977,D02446,2025-06-17,14,24,9,0
S0017552,U007987,D03885,2025-02-24,1,21,14,0
S0017553,U009054,D04862,2025-03-28,17,45,18,5
S0017554,U009772,D01319,2025-01-18,2,44,14,4
S0017555,U000704,D03200,2025-04-21,15,8,4,4
S0017556,U009289,D00438,2025-10-31,21,40,4,5
S0017557,U009471,D03264,2025-09-30,2,44,9,4
S0017558,U001777,D04571,2025-07-20,11,27,8,0
S0017559,U001963,D01200,2025-05-09,8,14,13,4
S0017560,U009311,D04455,2025-07-30,22,16,20,3
S0017561,U004873,D00823,2025-04-06,14,8,1,0
S0017562,U001217,D03555,2025-12-27,10,12,20,2
S0017563,U001828,D02578,2025-03-01,9,20,1,4
S0017564,U005985,D00702,2025-06-28,2,14,9,2
S0017565,U008373,D04616,2025-05-31,5,23,15,0
S0017566,U006283,D01119,2025-01-22,10,36,13,5
S0017567,U003876,D04441,2025-12-24,5,28,8,2
S0017568,U006793,D00604,2025-03-26,19,27,6,5
S0017569,U001337,D03374,2025-02-22,22,26,8,2
S0017570,U007004,D01581,2025-12-25,17,13,17,0
S0017571,U009383,D01173,2025-11-30,3,27,5,2
S0017572,U009320,D01466,2025-10-27,9,13,10,2
S0017573,U003727,D04384,2025-12-17,13,5,16,1
S0017574,U005923,D00527,2025-05-29,19,23,19,4
S0017575,U004166,D04370,2025-04-10,6,21,7,5
S0017576,U000734,D01536,2025-11-19,0,21,1,4
S0017577,U008488,D01980,2025-11-01,4,43,19,5
S0017578,U005565,D00495,2025-02-03,23,37,14,3
S0017579,U000339,D04120,2025-03-15,5,27,12,2
S0017580,U006975,D03798,2025-06-07,6,31,12,2
S0017581,U009180,D02872,2025-08-05,0,12,6,1
S0017582,U000438,D03533,2025-05-04,6,35,2,5
S0017583,U009923,D04450,2025-03-29,10,19,6,2
S0017584,U003118,D00148,2025-12-03,1,4,14,0
S0017585,U009524,D00070,2025-09-17,19,37,2,2
S0017586,U002802,D00873,2025-04-03,0,44,2,2
S0017587,U006504,D04474,2025-05-25,9,37,2,0
S0017588,U002733,D02620,2025-02-02,20,42,4,0
S0017589,U005268,D01376,2025-09-15,1,5,17,2
S0017590,U004086,D00833,2025-03-17,9,40,10,3
S0017591,U006475,D02896,2025-09-20,4,30,9,3
S0017592,U005013,D01772,2025-03-12,3,41,19,2
S0017593,U002846,D02120,2025-11-26,20,30,18,2
S0017594,U006950,D01450,2025-04-15,20,24,10,2
S0017595,U007484,D02196,2025-01-15,7,16,18,1
S0017596,U000847,D02487,2025-09-01,10,16,7,2
S0017597,U001126,D04333,2025-10-31,5,43,18,4
S0017598,U000732,D04316,2025-06-13,9,2,10,4
S0017599,U005219,D00006,2025-01-25,18,25,11,1
S0017600,U008121,D03327,2025-06-23,18,28,5,0
S0017601,U005391,D03402,2025-02-07,8,33,7,4
S0017602,U005791,D02230,2025-11-04,15,33,16,2
S0017603,U003841,D04175,2025-09-01,21,29,20,5
S0017604,U003434,D02965,2025-05-12,14,38,2,5
S0017605,U004510,D04124,2025-06-09,4,8,3,4
S0017606,U003194,D02112,2025-03-26,22,10,6,5
S0017607,U005688,D00163,2025-04-03,11,4,18,1
S0017608,U003908,D02585,2025-08-16,9,31,19,1
S0017609,U003393,D04361,2025-08-16,9,42,18,1
S0017610,U001243,D01897,2025-06-08,14,36,2,0
S0017611,U000978,D02182,2025-12-21,13,26,17,1
S0017612,U009349,D01430,2025-12-26,19,4,1,3
S0017613,U004568,D02049,2025-11-22,9,20,20,3
S0017614,U002754,D01217,2025-10-19,16,41,14,3
S0017615,U008311,D01766,2025-11-03,7,1,7,4
S0017616,U007247,D04202,2025-05-17,15,7,12,4
S0017617,U003268,D04307,2025-01-31,7,11,20,3
S0017618,U000363,D04083,2025-12-14,20,2,14,2
S0017619,U008955,D03770,2025-05-19,14,9,7,3
S0017620,U002781,D00115,2025-11-11,7,42,17,2
S0017621,U009051,D02031,2025-07-28,22,20,12,0
S0017622,U003744,D00894,2025-06-05,18,12,6,3
S0017623,U004225,D00286,2025-08-03,17,22,10,3
S0017624,U000285,D01236,2025-08-16,19,19,14,1
S0017625,U000047,D02861,2025-12-27,22,44,3,3
S0017626,U004335,D00510,2025-10-12,14,8,8,4
S0017627,U001006,D03342,2025-07-05,7,23,9,1
S0017628,U005472,D00158,2025-04-11,18,41,14,2
S0017629,U005588,D03482,2025-05-18,5,8,1,5
S0017630,U000182,D03205,2025-04-14,23,14,2,5
S0017631,U007661,D02576,2025-07-24,12,6,8,4
S0017632,U003788,D02606,2025-01-05,19,6,7,1
S0017633,U009927,D02629,2025-07-16,20,32,19,0
S0017634,U007709,D04096,2025-02-05,0,31,18,1
S0017635,U005394,D03089,2025-04-28,2,38,3,3
S0017636,U006180,D02215,2025-11-08,5,32,20,5
S0017637,U002524,D01430,2025-07-17,11,43,9,3
S0017638,U006173,D04808,2025-12-28,14,33,13,2
S0017639,U007812,D02625,2025-06-21,23,19,6,0
S0017640,U004527,D03668,2025-08-15,4,18,20,5
S0017641,U001144,D01474,2025-05-30,14,19,3,4
S0017642,U004108,D03106,2025-09-13,16,21,16,4
S0017643,U003817,D00621,2025-11-28,16,13,16,4
S0017644,U007667,D02289,2025-01-21,2,19,5,2
S0017645,U008811,D03826,2025-03-16,17,45,4,1
S0017646,U004190,D01776,2025-04-26,10,39,20,5
S0017647,U009631,D01014,2025-03-21,15,36,1,1
S0017648,U008489,D04338,2025-09-21,14,5,17,2
S0017649,U009490,D04978,2025-08-28,15,22,17,1
S0017650,U002995,D00524,2025-11-07,13,38,18,1
S0017651,U004136,D01372,2025-03-06,22,19,12,1
S0017652,U006134,D04399,2025-02-16,19,31,8,0
S0017653,U005060,D04288,2025-05-23,5,1,2,5
S0017654,U006508,D02938,2025-01-30,0,39,12,2
S0017655,U009824,D04613,2025-04-08,18,41,14,1
S0017656,U006177,D04844,2025-01-17,10,24,20,1
S0017657,U001745,D03799,2025-05-03,16,28,4,2
S0017658,U004720,D04340,2025-03-29,8,27,11,5
S0017659,U007008,D02739,2025-11-21,2,40,10,4
S0017660,U006825,D04518,2025-01-12,4,5,7,4
S0017661,U001671,D03679,2025-02-04,15,26,13,1
S0017662,U009040,D00526,2025-09-12,3,6,2,4
S0017663,U001083,D00005,2025-11-20,17,40,9,3
S0017664,U004898,D04774,2025-02-15,2,11,15,2
S0017665,U003720,D02347,2025-11-02,18,37,8,4
S0017666,U008945,D00660,2025-07-13,11,23,17,5
S0017667,U009920,D03478,2025-08-29,19,10,9,5
S0017668,U004363,D04747,2025-05-21,5,14,19,2
S0017669,U006243,D02151,2025-11-01,13,18,20,4
S0017670,U007546,D00063,2025-04-14,18,9,18,4
S0017671,U004470,D04830,2025-06-22,9,11,16,0
S0017672,U004213,D03765,2025-12-29,2,41,15,3
S0017673,U003782,D03301,2025-06-15,0,19,19,5
S0017674,U000176,D00841,2025-07-30,1,28,1,5
S0017675,U004906,D00878,2025-02-25,18,41,5,4
S0017676,U000826,D01757,2025-04-09,21,37,14,1
S0017677,U005914,D02471,2025-04-24,3,5,14,3
S0017678,U007184,D00397,2025-03-22,15,9,15,5
S0017679,U006878,D04797,2025-09-02,4,8,17,2
S0017680,U009747,D04444,2025-09-03,4,7,5,5
S0017681,U002954,D04331,2025-10-01,23,28,11,5
S0017682,U001844,D04553,2025-06-20,12,18,4,0
S0017683,U007817,D03443,2025-05-20,1,38,8,0
S0017684,U000322,D04375,2025-10-13,3,30,16,5
S0017685,U001033,D04086,2025-10-11,8,4,16,3
S0017686,U007382,D02133,2025-12-04,13,7,20,2
S0017687,U006668,D04413,2025-10-03,3,36,4,4
S0017688,U005377,D04542,2025-11-05,8,32,2,5
S0017689,U009575,D00461,2025-10-01,8,34,1,5
S0017690,U006074,D04201,2025-08-20,2,22,20,3
S0017691,U002196,D03016,2025-10-09,2,26,7,5
S0017692,U006246,D03047,2025-07-28,6,17,19,0
S0017693,U004430,D01369,2025-10-07,17,28,13,5
S0017694,U002119,D01332,2025-05-05,22,8,20,0
S0017695,U004231,D03052,2025-12-25,5,12,19,4
S0017696,U000143,D00432,2025-01-20,1,29,6,4
S0017697,U003479,D04399,2025-12-14,23,16,13,4
S0017698,U000162,D04208,2025-07-17,18,32,1,5
S0017699,U000316,D00794,2025-03-13,2,44,7,2
S0017700,U008449,D00747,2025-01-18,5,32,1,1
S0017701,U002054,D04217,2025-05-07,14,11,17,5
S0017702,U004090,D02510,2025-01-08,0,10,12,5
S0017703,U005712,D04378,2025-12-12,7,22,14,1
S0017704,U004019,D02130,2025-06-19,23,3,4,2
S0017705,U006233,D03813,2025-02-01,11,24,14,2
S0017706,U000732,D01593,2025-04-30,11,23,6,0
S0017707,U007997,D04568,2025-04-01,3,16,14,5
S0017708,U000636,D00736,2025-07-01,9,8,1,0
S0017709,U006730,D04834,2025-05-20,12,28,20,2
S0017710,U001101,D01602,2025-03-07,19,35,7,3
S0017711,U005806,D03663,2025-09-10,23,42,1,0
S0017712,U008121,D01776,2025-11-10,16,21,4,5
S0017713,U004519,D04466,2025-02-24,13,25,13,3
S0017714,U005640,D01051,2025-09-16,19,15,2,4
S0017715,U003637,D04847,2025-10-16,9,31,9,3
S0017716,U008385,D00866,2025-06-01,18,2,1,5
S0017717,U007313,D01664,2025-07-21,9,18,5,2
S0017718,U003810,D02180,2025-10-24,7,16,15,1
S0017719,U003482,D00355,2025-08-08,4,18,5,3
S0017720,U002797,D03004,2025-06-13,2,27,17,0
S0017721,U001984,D02096,2025-11-24,5,33,1,5
S0017722,U008609,D04274,2025-12-30,17,41,7,4
S0017723,U002177,D02701,2025-10-05,21,5,14,1
S0017724,U007620,D03383,2025-10-12,12,18,2,4
S0017725,U006151,D02512,2025-01-06,23,41,3,3
S0017726,U002852,D00079,2025-02-05,20,30,12,4
S0017727,U004313,D03372,2025-10-16,15,37,18,1
S0017728,U003174,D02971,2025-04-05,6,25,3,3
S0017729,U009185,D00054,2025-08-27,2,28,7,0
S0017730,U003753,D03494,2025-07-15,13,22,15,4
S0017731,U000925,D04739,2025-05-22,13,1,2,4
S0017732,U008500,D00890,2025-03-27,9,6,16,2
S0017733,U000189,D01245,2025-01-26,2,23,5,4
S0017734,U005761,D03028,2025-07-12,22,1,10,4
S0017735,U005672,D01310,2025-08-27,9,17,13,5
S0017736,U005122,D01986,2025-03-16,0,10,10,4
S0017737,U001089,D01842,2025-11-15,22,37,13,4
S0017738,U005073,D00630,2025-11-13,3,44,10,4
S0017739,U000763,D01518,2025-09-17,20,18,18,2
S0017740,U009918,D02707,2025-01-17,16,9,8,3
S0017741,U009728,D03796,2025-08-10,11,14,13,0
S0017742,U003318,D00111,2025-03-30,13,11,3,0
S0017743,U005356,D02414,2025-12-27,11,33,14,0
S0017744,U001780,D04171,2025-01-02,1,18,12,4
S0017745,U002847,D04953,2025-09-16,3,25,8,4
S0017746,U008425,D02366,2025-01-25,6,40,4,0
S0017747,U004606,D03099,2025-03-06,18,37,7,1
S0017748,U007108,D00512,2025-06-13,16,2,2,0
S0017749,U008975,D02498,2025-02-02,7,23,17,3
S0017750,U005139,D02465,2025-10-06,8,40,18,5
S0017751,U007983,D00742,2025-07-03,11,28,4,5
S0017752,U006150,D02423,2025-02-05,6,21,19,0
S0017753,U002894,D00960,2025-07-30,4,36,20,0
S0017754,U002705,D01717,2025-01-01,23,45,20,4
S0017755,U002161,D02383,2025-12-05,4,16,15,1
S0017756,U007343,D04987,2025-05-17,8,38,12,2
S0017757,U003738,D02150,2025-08-28,22,16,2,5
S0017758,U001369,D03083,2025-04-28,10,16,2,0
S0017759,U000190,D00052,2025-01-12,19,1,7,1
S0017760,U005529,D00243,2025-01-01,21,9,7,2
S0017761,U008597,D02898,2025-03-22,23,39,18,2
S0017762,U005187,D03006,2025-10-13,11,38,6,1
S0017763,U006303,D01106,2025-09-12,23,20,20,5
S0017764,U007284,D02064,2025-03-13,21,39,13,4
S0017765,U006303,D02933,2025-01-25,8,10,10,5
S0017766,U007348,D03285,2025-07-05,12,9,11,0
S0017767,U009577,D03582,2025-07-24,22,1,8,0
S0017768,U004919,D03323,2025-05-18,8,23,10,3
S0017769,U005633,D03768,2025-06-22,23,30,3,2
S0017770,U004684,D02839,2025-03-12,13,42,1,1
S0017771,U003807,D02704,2025-06-13,3,13,2,4
S0017772,U000350,D03410,2025-03-25,1,6,6,0
S0017773,U008266,D02756,2025-08-29,4,9,15,3
S0017774,U002187,D00290,2025-04-12,6,10,19,1
S0017775,U009123,D02094,2025-05-27,19,31,7,1
S0017776,U006711,D00395,2025-10-24,17,17,18,5
S0017777,U009434,D03371,2025-03-07,6,17,15,4
S0017778,U006881,D03630,2025-07-29,3,37,4,1
S0017779,U005906,D04812,2025-09-10,16,45,12,3
S0017780,U008390,D03638,2025-01-30,18,44,14,3
S0017781,U008707,D04629,2025-10-18,4,12,13,5
S0017782,U009544,D03444,2025-09-28,14,42,14,0
S0017783,U005447,D02380,2025-08-22,23,3,15,0
S0017784,U009606,D01849,2025-07-01,14,35,11,2
S0017785,U004191,D04102,2025-10-11,10,41,4,0
S0017786,U008180,D01691,2025-04-02,4,19,17,2
S0017787,U001118,D01437,2025-10-01,7,25,9,0
S0017788,U004711,D04582,2025-03-27,0,12,17,0
S0017789,U007811,D00182,2025-03-30,10,41,16,4
S0017790,U003340,D04842,2025-12-31,3,10,5,2
S0017791,U001681,D03595,2025-10-25,19,9,16,0
S0017792,U005492,D02670,2025-09-24,20,10,10,1
S0017793,U007208,D01966,2025-06-28,5,31,8,5
S0017794,U000222,D02231,2025-08-13,10,33,8,5
S0017795,U002666,D03147,2025-12-22,17,23,7,4
S0017796,U003115,D03165,2025-04-08,4,7,13,5
S0017797,U009925,D00620,2025-03-20,11,11,17,0
S0017798,U009692,D03043,2025-06-21,14,43,12,3
S0017799,U003074,D00870,2025-10-25,3,27,19,0
S0017800,U001338,D00933,2025-05-16,22,16,9,2
S0017801,U004569,D01778,2025-08-01,19,27,5,4
S0017802,U003920,D00564,2025-10-18,13,37,11,5
S0017803,U009463,D01947,2025-03-01,3,19,16,3
S0017804,U007877,D01710,2025-09-03,1,31,1,4
S0017805,U005794,D00090,2025-02-26,19,32,12,2
S0017806,U005788,D03880,2025-11-25,10,37,13,1
S0017807,U001169,D04727,2025-07-28,8,40,7,4
S0017808,U000758,D03752,2025-05-09,12,31,6,4
S0017809,U004419,D04618,2025-07-05,10,40,1,2
S0017810,U003770,D00530,2025-07-21,22,24,20,0
S0017811,U007900,D00016,2025-09-09,23,23,9,3
S0017812,U000195,D00668,2025-07-10,3,1,9,3
S0017813,U005573,D02605,2025-05-25,6,42,20,5
S0017814,U000176,D04841,2025-04-29,15,27,2,2
S0017815,U007519,D00114,2025-04-08,3,6,2,3
S0017816,U001202,D00632,2025-06-27,21,18,6,4
S0017817,U006423,D04359,2025-03-02,9,29,13,2
S0017818,U002953,D03317,2025-01-12,23,7,15,3
S0017819,U000511,D00815,2025-03-14,16,29,13,1
S0017820,U009033,D02779,2025-01-02,16,2,6,3
S0017821,U006386,D00617,2025-10-26,5,27,9,3
S0017822,U001210,D01783,2025-10-08,14,2,4,2
S0017823,U005200,D04365,2025-07-14,8,32,8,2
S0017824,U002996,D01233,2025-09-22,3,3,13,2
S0017825,U006405,D03056,2025-03-13,5,28,16,3
S0017826,U006110,D00696,2025-02-21,17,26,9,0
S0017827,U001707,D03836,2025-03-08,1,39,2,0
S0017828,U002689,D03768,2025-07-30,19,17,5,1
S0017829,U007812,D02991,2025-07-09,6,17,20,0
S0017830,U000792,D00725,2025-01-11,8,39,19,3
S0017831,U003317,D02739,2025-09-09,22,5,13,2
S0017832,U008439,D00777,2025-08-27,20,29,10,0
S0017833,U002022,D04355,2025-08-16,23,26,8,1
S0017834,U006009,D02454,2025-05-24,11,20,18,0
S0017835,U004407,D00620,2025-10-31,20,44,19,4
S0017836,U008090,D01434,2025-01-27,16,8,4,4
S0017837,U000139,D00127,2025-02-25,13,15,14,5
S0017838,U002862,D02732,2025-02-01,13,33,18,2
S0017839,U009755,D01099,2025-10-18,18,41,18,5
S0017840,U009777,D01437,2025-01-16,8,28,20,5
S0017841,U004607,D00925,2025-02-06,23,25,16,0
S0017842,U004926,D02917,2025-08-21,14,36,19,4
S0017843,U007749,D04009,2025-09-22,6,33,1,0
S0017844,U003934,D04402,2025-09-28,5,11,18,2
S0017845,U008610,D03882,2025-12-14,8,23,3,1
S0017846,U006483,D02537,2025-07-13,11,21,8,2
S0017847,U005266,D04814,2025-02-23,14,32,16,4
S0017848,U002004,D01015,2025-08-22,15,35,3,4
S0017849,U001731,D04089,2025-02-10,9,16,6,5
S0017850,U001434,D00931,2025-04-12,4,21,8,1
S0017851,U009936,D03053,2025-01-31,23,9,14,3
S0017852,U009211,D02185,2025-09-22,8,13,13,2
S0017853,U004591,D00813,2025-12-01,21,12,15,4
S0017854,U009615,D01665,2025-07-31,18,17,6,3
S0017855,U009283,D04298,2025-01-30,15,17,7,5
S0017856,U002067,D02118,2025-10-06,3,11,4,2
S0017857,U003858,D03703,2025-04-29,19,21,9,1
S0017858,U008625,D02414,2025-01-30,11,2,13,2
S0017859,U007067,D00424,2025-09-25,4,34,18,3
S0017860,U004117,D01438,2025-05-27,4,33,12,2
S0017861,U003698,D01336,2025-03-31,23,21,15,0
S0017862,U000479,D01903,2025-09-02,3,38,9,1
S0017863,U009550,D02653,2025-12-16,13,13,20,3
S0017864,U004725,D04012,2025-12-14,20,28,6,4
S0017865,U005542,D01708,2025-01-28,16,42,16,5
S0017866,U002942,D02871,2025-01-24,11,40,2,0
S0017867,U000542,D00980,2025-04-10,14,9,4,3
S0017868,U002865,D04385,2025-05-15,8,43,18,3
S0017869,U006627,D03673,2025-01-02,23,1,2,2
S0017870,U007957,D01511,2025-01-04,6,12,12,5
S0017871,U002280,D00626,2025-01-06,7,24,7,4
S0017872,U008250,D02196,2025-05-06,6,16,15,4
S0017873,U005376,D00978,2025-05-31,11,34,6,1
S0017874,U007379,D00774,2025-05-22,5,23,4,3
S0017875,U002558,D03898,2025-05-09,16,28,3,4
S0017876,U003488,D00765,2025-10-08,17,37,8,5
S0017877,U006731,D01955,2025-11-08,19,3,8,4
S0017878,U008414,D04348,2025-10-29,4,1,15,1
S0017879,U008766,D03353,2025-09-29,15,9,3,5
S0017880,U009116,D01218,2025-06-23,3,16,1,0
S0017881,U005695,D01960,2025-07-28,7,18,7,0
S0017882,U002262,D00581,2025-07-29,1,6,19,2
S0017883,U005038,D00629,2025-04-17,2,11,20,2
S0017884,U001312,D03058,2025-08-15,13,34,6,5
S0017885,U001043,D00889,2025-09-20,2,45,2,4
S0017886,U004302,D01555,2025-06-30,14,33,5,1
S0017887,U001283,D00860,2025-06-16,8,40,19,3
S0017888,U007928,D01561,2025-10-20,3,31,2,5
S0017889,U006387,D00922,2025-05-07,23,35,19,5
S0017890,U008597,D00710,2025-06-01,13,16,10,1
S0017891,U001006,D01856,2025-11-11,11,31,9,2
S0017892,U005099,D04178,2025-08-17,21,30,15,3
S0017893,U004532,D02497,2025-04-02,2,34,2,2
S0017894,U001237,D01946,2025-08-14,5,31,6,3
S0017895,U002341,D04324,2025-03-10,7,17,3,5
S0017896,U000396,D01400,2025-12-05,6,3,2,1
S0017897,U000164,D03381,2025-04-07,23,8,16,2
S0017898,U008225,D02368,2025-07-06,8,38,4,0
S0017899,U002094,D02641,2025-01-26,15,44,17,1
S0017900,U004315,D01796,2025-08-15,6,13,12,3
S0017901,U007567,D04332,2025-03-06,4,38,15,2
S0017902,U000813,D01753,2025-02-01,13,45,19,4
S0017903,U000709,D01300,2025-11-08,13,4,16,3
S0017904,U000434,D04251,2025-05-20,1,4,8,4
S0017905,U000114,D01397,2025-08-21,16,13,15,2
S0017906,U004531,D00343,2025-04-10,10,44,1,2
S0017907,U006291,D03244,2025-02-01,12,38,11,0
S0017908,U008859,D03693,2025-10-16,6,37,5,3
S0017909,U000413,D00692,2025-09-10,6,39,17,3
S0017910,U004284,D04545,2025-11-26,5,4,17,1
S0017911,U002616,D00845,2025-06-29,14,43,16,2
S0017912,U008725,D01896,2025-09-01,20,18,10,0
S0017913,U003539,D02748,2025-03-01,11,26,2,5
S0017914,U004800,D04684,2025-09-23,1,5,17,2
S0017915,U007001,D02968,2025-04-05,16,11,18,1
S0017916,U003273,D00190,2025-11-23,21,3,15,3
S0017917,U004016,D03869,2025-07-15,9,20,13,1
S0017918,U003438,D03354,2025-11-24,13,35,12,2
S0017919,U006495,D04140,2025-05-13,2,14,2,0
S0017920,U001237,D02421,2025-11-09,14,36,12,0
S0017921,U009468,D01540,2025-09-04,20,5,19,1
S0017922,U006629,D00985,2025-11-27,0,42,16,1
S0017923,U009171,D00551,2025-07-03,1,13,6,3
S0017924,U003981,D04150,2025-05-21,23,12,16,4
S0017925,U005505,D00076,2025-01-13,1,33,13,1
S0017926,U006770,D02594,2025-01-11,23,40,17,5
S0017927,U001990,D03014,2025-05-09,20,11,18,4
S0017928,U009140,D02864,2025-01-25,18,14,13,5
S0017929,U000178,D02292,2025-05-12,15,10,12,1
S0017930,U005354,D02643,2025-01-31,16,32,12,5
S0017931,U002493,D03847,2025-10-16,5,1,11,4
S0017932,U005217,D01383,2025-10-19,6,18,1,5
S0017933,U000997,D00783,2025-08-13,11,42,5,2
S0017934,U003009,D03392,2025-02-09,10,18,18,3
S0017935,U007370,D01358,2025-07-24,14,18,14,2
S0017936,U005447,D03548,2025-05-06,11,15,10,0
S0017937,U006536,D02316,2025-02-24,12,35,14,2
S0017938,U006387,D01384,2025-03-14,15,25,3,1
S0017939,U008735,D03956,2025-04-25,6,13,4,0
S0017940,U007870,D01110,2025-05-01,22,6,6,4
S0017941,U004219,D03902,2025-09-07,15,15,18,5
S0017942,U002514,D00118,2025-05-28,8,27,18,0
S0017943,U000783,D03023,2025-02-25,4,42,18,5
S0017944,U008440,D01965,2025-01-17,11,9,13,5
S0017945,U001587,D00326,2025-05-04,14,14,4,4
S0017946,U002517,D04763,2025-08-23,12,2,18,5
S0017947,U007707,D04379,2025-05-24,9,22,11,0
S0017948,U006215,D01510,2025-03-27,18,13,19,5
S0017949,U005172,D01052,2025-02-18,18,25,7,0
S0017950,U007325,D02133,2025-02-06,0,43,13,1
S0017951,U005776,D03478,2025-08-16,10,29,4,0
S0017952,U009842,D04387,2025-12-05,10,12,11,2
S0017953,U001100,D04072,2025-12-30,19,16,4,4
S0017954,U008058,D04508,2025-08-13,14,24,9,3
S0017955,U004005,D01323,2025-03-17,18,32,16,4
S0017956,U009075,D04342,2025-04-06,17,32,4,2
S0017957,U001383,D01296,2025-08-20,2,15,13,0
S0017958,U009018,D00052,2025-06-06,18,12,1,3
S0017959,U002549,D03430,2025-06-19,2,24,14,3
S0017960,U003997,D03075,2025-02-11,10,41,4,0
S0017961,U000247,D00596,2025-05-25,10,45,20,3
S0017962,U002308,D01883,2025-04-14,13,17,8,1
S0017963,U002890,D04457,2025-06-23,9,45,10,0
S0017964,U009042,D00080,2025-04-19,3,35,15,1
S0017965,U000257,D01097,2025-01-23,15,29,8,0
S0017966,U001142,D04763,2025-03-02,21,13,1,4
S0017967,U001987,D00001,2025-08-14,21,4,12,0
S0017968,U005003,D03381,2025-03-17,7,14,11,1
S0017969,U009333,D00559,2025-03-05,9,42,14,5
S0017970,U005891,D01844,2025-07-04,1,30,16,2
S0017971,U002412,D02686,2025-08-01,17,17,5,1
S0017972,U007675,D04082,2025-06-29,13,18,17,3
S0017973,U009177,D04583,2025-08-03,6,1,11,0
S0017974,U006613,D04499,2025-06-13,23,34,10,0
S0017975,U002107,D01908,2025-12-23,20,39,6,1
S0017976,U008623,D02789,2025-06-29,14,8,20,2
S0017977,U001958,D01625,2025-12-04,15,6,17,2
S0017978,U002703,D02210,2025-02-06,23,19,17,0
S0017979,U002335,D03795,2025-06-28,12,2,13,3
S0017980,U009777,D00435,2025-07-29,17,25,2,3
S0017981,U003201,D02576,2025-06-18,10,4,16,0
S0017982,U008740,D00480,2025-04-28,19,41,20,0
S0017983,U005232,D02355,2025-11-28,1,44,12,1
S0017984,U000627,D04626,2025-08-03,0,45,17,1
S0017985,U007564,D04063,2025-10-21,18,37,9,3
